#angle	angle_deriv	baseline_angle	action
-0.516095282925	0.0	-0.494506528685	0.0
-0.516247863223	-0.00762901488383	-0.493628825268	0.0
-0.516342926937	-0.00705384904412	-0.492612984153	0.0
-0.516432903375	-0.00642781045027	-0.491437983342	0.0
-0.516519197233	-0.00576494605678	-0.490079847133	0.0
-0.51656232518	-0.00467042254794	-0.488511315045	0.0
-0.51662485311	-0.00376989887019	-0.486701503212	0.0
-0.516563312263	-0.00220385326701	-0.484615570321	0.0
-0.516308834598	0.00124068776513	-0.482214405364	0.0
-0.515757320793	0.00761876440352	-0.4794543609	0.0
-0.514766175276	0.017961499038	-0.476287063411	0.0
-0.513155255348	0.034695977618	-0.472659341392	0.0
-0.510705086836	0.0585822542762	-0.468513321972	0.0
-0.507167987763	0.0914084683558	-0.463786757319	0.0
-0.502282912564	0.134744082287	-0.458413651753	0.0
-0.495767783207	0.189983920687	-0.45232526755	0.0
-0.487378828085	0.257764272629	-0.445451589402	0.0
-0.477088902407	0.33616184429	-0.437723320906	0.0
-0.465084868632	0.420831191312	-0.42907446755	0.0
-0.458505654791	0.437772577735	-0.419445525212	0.0
-0.436872661493	0.588951217141	-0.408787238097	0.0
-0.42913259974	0.582462283456	-0.3970648141	0.0
-0.404900198529	0.721887038772	-0.38426239175	0.0
-0.396565646882	0.685192217493	-0.370387449591	0.0
-0.371402843743	0.87102811048	-0.355474751313	0.0
-0.363046538298	0.738261231951	-0.339589349588	0.0
-0.34655161724	0.825809824998	-0.322828153113	0.0
-0.330440443792	0.744597547373	-0.305319616975	0.0
-0.307177244478	0.893884024043	-0.287221258406	0.0
-0.29232896817	0.79073875573	-0.268714922672	0.0
-0.285109194221	0.779373440773	-0.25	0.0
-0.264281926641	0.822696905987	-0.231285077328	0.0
-0.251074315636	0.793661281561	-0.212778741594	0.0
-0.238378943911	0.687983005669	-0.194680383025	0.0
-0.232211059066	0.601179091034	-0.177171846887	0.0
-0.2202167063	0.648924879208	-0.160410650412	0.0
-0.203101593218	0.61180333423	-0.144525248687	0.0
-0.192304914165	0.587694014713	-0.129612550409	0.0
-0.182039551674	0.563393922368	-0.11573760825	0.0
-0.177120042455	0.550910166115	-0.1029351859	0.0
-0.163391479261	0.568252270389	-0.0912127619032	0.0
-0.159194562466	0.439070307525	-0.0805544747883	0.0
-0.151356760484	0.409481536811	-0.0709255324502	0.0
-0.14078761362	0.412519380545	-0.0622766790937	0.0
-0.134437858679	0.426821837759	-0.0545484105978	0.0
-0.128563659586	0.348278196754	-0.0476747324496	0.0
-0.125775804186	0.3341875828	-0.041586348247	0.0
-0.1180209172	0.333358432837	-0.0362132426808	0.0
-0.113319961508	0.274676521113	-0.0314866780285	0.0
-0.108908847639	0.2552901104	-0.027340658608	0.0
-0.104695140936	0.238685186502	-0.0237129365888	0.0
-0.100632353573	0.251434506125	-0.0205456391002	0.0
-0.0967152938721	0.213056233279	-0.0177855946363	0.0
-0.0929141405282	0.204058209802	-0.0153844296786	0.0
-0.0910496920537	0.178591555851	-0.0132984967884	0.0
-0.0873789950541	0.173161458817	-0.011488684955	0.0
-0.0819970183312	0.186353352419	-0.00992015286704	0.0
-0.0784763817195	0.182389121526	-0.00856201665786	0.0
-0.0767301174865	0.161840230416	-0.00738701584664	0.0
-0.0715452157388	0.195044763149	-0.00637117473206	0.0
-0.0681444765276	0.192345185265	-0.0054934713153	0.0
-0.0648032090846	0.171938092466	-0.00473552179097	0.0
-0.0615130516754	0.169633300441	-0.00408128557658	0.0
-0.0598875390496	0.168425784369	-0.0035167935775	0.0
-0.0551296552275	0.164155605113	-0.00302990074579	0.0
