Tue Apr 19 14:29:00 2016    prof

         750002 function calls (710226 primitive calls) in 1.671 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 tcpros_pubsub.py:119(TCPROSPub)
        1    0.000    0.000    0.000    0.000 __init__.py:120(ValidationErr)
        1    0.000    0.000    0.000    0.000 decimal.py:311(Subnormal)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 mathtext.py:379(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 cbook.py:906(__Full)
        1    0.000    0.000    0.000    0.000 Tkinter.py:3689(Studbutton)
        1    0.000    0.000    0.000    0.000 errors.py:38(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1132(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 config.py:347(ConvertingTuple)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:226(EDGE_ENHANCE_MORE)
        1    0.000    0.000    0.000    0.000 gridspec.py:348(GridSpecFromSubplotSpec)
        1    0.000    0.000    0.000    0.000 os_detect.py:158(is_os)
        1    0.000    0.000    0.000    0.000 precision.py:28(PrecisionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:43(ROSSerializationException)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 tarfile.py:350(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 exceptions.py:37(ROSException)
        1    0.000    0.000    0.000    0.000 mathtext.py:1758(Filll)
        1    0.000    0.000    0.000    0.000 init.py:109(RosStreamHandler)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(ROSInterruptException)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:215(EDGE_ENHANCE)
        1    0.000    0.000    0.000    0.000 errors.py:33(DistutilsFileError)
        1    0.000    0.000    0.000    0.000 transport.py:110(DeadTransport)
        1    0.000    0.000    0.000    0.000 {method 'find_module' of 'imp.NullImporter' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:201(c_double)
        1    0.000    0.000    0.000    0.000 cbook.py:303(Idle)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1415(send_host)
        1    0.000    0.000    0.000    0.000 mlab.py:2452(FormatDatetime)
        1    0.000    0.000    0.000    0.000 events.py:81(MappingStartEvent)
        1    0.000    0.000    0.000    0.000 subprocess.py:1266(_internal_poll)
        1    0.000    0.000    0.000    0.000 {posix.WEXITSTATUS}
        1    0.000    0.000    0.000    0.000 Image.py:37(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 SocketServer.py:698(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 cyaml.py:28(CLoader)
        1    0.000    0.000    0.000    0.000 decimal.py:5670(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:337(ResolutionError)
        1    0.000    0.000    0.000    0.000 timer.py:135(TimerEvent)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:803(xml)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 tarfile.py:332(ReadError)
        1    0.000    0.000    0.000    0.000 topics.py:447(Subscriber)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1117(AnchoredText)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2736(_NullToken)
        1    0.000    0.000    0.000    0.000 patches.py:3132(CurveFilledB)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2700(Message)
        2    0.000    0.000    0.000    0.000 os_detect.py:419(__init__)
        1    0.000    0.000    0.000    0.000 service.py:54(_Service)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 mlab.py:2426(FormatThousands)
        1    0.000    0.000    0.000    0.000 core.py:751(__init__)
        3    0.000    0.000    0.000    0.000 core.py:778(__init__)
        1    0.000    0.000    0.000    0.000 {select.poll}
        1    0.000    0.000    0.000    0.000 tokens.py:25(DocumentStartToken)
        1    0.000    0.000    0.000    0.000 info.py:15(<module>)
        1    0.000    0.000    0.000    0.000 dates.py:958(HourLocator)
        1    0.000    0.000    0.000    0.000 SocketServer.py:607(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 mathtext.py:1866(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 patches.py:1770(LArrow)
        1    0.000    0.000    0.000    0.000 xmlrpc.py:132(XmlRpcHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:423(ConverterError)
        1    0.000    0.000    0.000    0.000 manifest.py:53(InvalidManifest)
        1    0.000    0.000    0.000    0.000 cyaml.py:21(CSafeLoader)
        1    0.000    0.000    0.000    0.000 errors.py:25(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2954(Dict)
        2    0.000    0.000    0.000    0.000 __init__.py:2109(find_nothing)
        1    0.000    0.000    0.000    0.000 pyparsing.py:197(ParseException)
        1    0.000    0.000    0.000    0.000 rcsetup.py:130(__init__)
        1    0.000    0.000    0.000    0.000 Image.py:407(_E)
        1    0.000    0.000    0.000    0.000 errors.py:50(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 httplib.py:1248(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2458(Label)
        1    0.000    0.000    0.000    0.000 urllib2.py:1353(FTPHandler)
        1    0.000    0.000    0.000    0.000 windowing.py:21(FocusManager)
        1    0.000    0.000    0.000    0.000 mlab.py:2402(FormatInt)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(TransportException)
        1    0.000    0.000    0.000    0.000 events.py:75(SequenceStartEvent)
        1    0.000    0.000    0.000    0.000 SocketServer.py:596(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 httplib.py:1245(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 mathtext.py:1766(NegFill)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2058(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:138(_Constants)
        1    0.000    0.000    0.000    0.000 <string>:22(ElementTree)
        1    0.000    0.000    0.000    0.000 errors.py:21(BoundaryError)
        1    0.000    0.000    0.000    0.000 __init__.py:189(c_int)
        1    0.000    0.000    0.000    0.000 codecs.py:686(__iter__)
        1    0.000    0.000    0.000    0.000 zipfile.py:23(LargeZipFile)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2988(Suppress)
        1    0.000    0.000    0.000    0.000 decimal.py:262(DivisionUndefined)
        1    0.000    0.000    0.000    0.000 widgets.py:58(Widget)
        1    0.000    0.000    0.000    0.000 info.py:17(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:76(TransportTerminated)
        1    0.000    0.000    0.000    0.000 arrayprint.py:22(product)
        1    0.000    0.000    0.000    0.000 tarfile.py:341(HeaderError)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
        1    0.000    0.000    0.000    0.000 os_detect.py:323(__init__)
        1    0.000    0.000    0.000    0.000 masterapi.py:55(MasterFailure)
        1    0.000    0.000    0.000    0.000 ticker.py:237(NullFormatter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:140(ModeFilter)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 info.py:67(<module>)
        1    0.000    0.000    0.000    0.000 decimal.py:360(Underflow)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 base.py:14(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 model.py:41(RosdepDatabaseEntry)
        1    0.000    0.000    0.000    0.000 cbook.py:62(tostr)
        1    0.000    0.000    0.000    0.000 tokens.py:96(ScalarToken)
        1    0.000    0.000    0.000    0.000 httplib.py:1206(HTTPException)
        1    0.000    0.000    0.000    0.000 axis3d.py:418(XAxis)
        1    0.000    0.000    0.000    0.000 patches.py:3315(BracketB)
        2    0.000    0.000    0.000    0.000 mlab.py:2374(__init__)
        1    0.000    0.000    0.000    0.000 errors.py:87(UnknownFileError)
        1    0.000    0.000    0.000    0.000 ticker.py:631(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 patches.py:3541(Wedge)
        1    0.000    0.000    0.000    0.000 arrayprint.py:540(ComplexFormat)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:96(NotFoundErr)
        1    0.000    0.000    0.000    0.000 timer.py:155(Timer)
        1    0.000    0.000    0.000    0.000 errors.py:79(LibError)
        1    0.000    0.000    0.000    0.000 decimal.py:299(Rounded)
        1    0.000    0.000    0.000    0.000 mathtext.py:1277(Vbox)
        1    0.000    0.000    0.000    0.000 error.py:45(YAMLError)
        1    0.000    0.000    0.000    0.000 emitter.py:17(ScalarAnalysis)
        2    0.000    0.000    0.000    0.000 core.py:790(__init__)
        1    0.000    0.000    0.000    0.000 ElementTree.py:138(ParseError)
        1    0.000    0.000    0.000    0.000 decimal.py:251(DivisionImpossible)
        1    0.000    0.000    0.000    0.000 source_file.py:37(SourceFile)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:237(EMBOSS)
        1    0.000    0.000    0.000    0.000 {gc.disable}
        1    0.000    0.000    0.000    0.000 __init__.py:386(checkdep_usetex)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1403(Token)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:1227(__init__)
        1    0.000    0.000    0.000    0.000 Tkinter.py:2440(Frame)
        1    0.000    0.000    0.000    0.000 SocketServer.py:599(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 base.py:70(InvalidMsgSpec)
        1    0.000    0.000    0.000    0.000 handler.py:208(DTDHandler)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 mlab.py:2373(FormatFormatStr)
        1    0.000    0.000    0.000    0.000 FileDialog.py:220(LoadFileDialog)
        1    0.000    0.000    0.000    0.000 manifestlib.py:58(ManifestException)
        1    0.000    0.000    0.000    0.000 xmlrpclib.py:257(ResponseError)
        2    0.000    0.000    0.000    0.000 pyparsing.py:406(<lambda>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 info.py:104(<module>)
        1    0.000    0.000    0.000    0.000 SocketServer.py:600(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 tarfile.py:2495(_hole)
        1    0.000    0.000    0.000    0.000 numeric.py:2333(_unspecified)
        1    0.000    0.000    0.000    0.000 __init__.py:74(LazyImporter)
        1    0.000    0.000    0.000    0.000 ticker.py:1506(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 core.py:72(CachePermissionError)
        1    0.000    0.000    0.000    0.000 events.py:42(StreamEndEvent)
        1    0.000    0.000    0.000    0.000 rospack.py:53(Options)
        1    0.000    0.000    0.000    0.000 tokens.py:54(FlowMappingStartToken)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(SAXReaderNotAvailable)
        1    0.000    0.000    0.000    0.000 __init__.py:108(SyntaxErr)
        1    0.000    0.000    0.000    0.000 decimal.py:235(DivisionByZero)
        1    0.000    0.000    0.000    0.000 errors.py:13(DistutilsError)
        1    0.000    0.000    0.000    0.000 doc_file.py:37(DocFile)
        1    0.000    0.000    0.000    0.000 mlab.py:2362(FormatString)
        1    0.000    0.000    0.000    0.000 exceptions.py:40(ROSLibException)
        1    0.000    0.000    0.000    0.000 Image.py:34(_imaging_not_installed)
        1    0.000    0.000    0.000    0.000 tokens.py:57(FlowSequenceEndToken)
        1    0.000    0.000    0.000    0.000 dviread.py:384(DviFont)
        1    0.000    0.000    0.000    0.000 parser.py:147(_resultbase)
        1    0.000    0.000    0.000    0.000 tarfile.py:353(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 mathtext.py:1215(MathTextWarning)
        1    0.000    0.000    0.000    0.000 packages.py:70(MultipleNodesException)
        2    0.000    0.000    0.000    0.000 __init__.py:429(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1416(Empty)
        1    0.000    0.000    0.000    0.000 tokens.py:63(KeyToken)
        1    0.000    0.000    0.000    0.000 SocketServer.py:612(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 __init__.py:8(<module>)
        1    0.000    0.000    0.000    0.000 os_detect.py:295(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:19(BadZipfile)
        1    0.000    0.000    0.000    0.000 distro.py:462(BzrConfig)
        1    0.000    0.000    0.000    0.000 SocketServer.py:604(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 errors.py:35(MessageDefect)
        1    0.000    0.000    0.000    0.000 mathtext.py:1787(VCentered)
        1    0.000    0.000    0.000    0.000 patches.py:3065(CurveB)
        1    0.000    0.000    0.000    0.000 errors.py:56(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 mathtext.py:568(CachedFont)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2893(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 {sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 representer.py:12(RepresenterError)
        1    0.000    0.000    0.000    0.000 patches.py:3110(CurveFilledA)
        1    0.000    0.000    0.000    0.000 mathtext.py:1778(HCentered)
        1    0.000    0.000    0.000    0.000 __init__.py:415(UnknownExtra)
        1    0.000    0.000    0.000    0.000 errors.py:46(DistutilsSetupError)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 Image.py:1725(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 widgets.py:1349(Lasso)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1143(ResizeEvent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1284(Hbox)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 mathtext.py:1762(NegFil)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2148(WordEnd)
        1    0.000    0.000    0.000    0.000 network.py:302(ROSHandshakeException)
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 xmlreader.py:341(AttributesNSImpl)
