#angle	angle_deriv	baseline_angle	action
-0.516140309109	0.0	-0.494506528685	0.0
-0.516189017873	-0.00243543819257	-0.493628825268	0.0
-0.516325615014	-0.00331432196745	-0.492612984153	0.0
-0.516368211455	-0.003253198733	-0.491437983342	0.0
-0.516449342108	-0.00357741762878	-0.490079847133	0.0
-0.51652925789	-0.00388948780716	-0.488511315045	0.0
-0.516585179955	-0.00396162081676	-0.486701503212	0.0
-0.516513198804	-0.00187583789704	-0.484615570321	0.0
-0.51641524977	-0.00047038315208	-0.482214405364	0.0
-0.516021289643	0.00428052464868	-0.4794543609	0.0
-0.514692257924	0.0183699996608	-0.476287063411	0.0
-0.513980343084	0.0260483687091	-0.472659341392	0.0
-0.510659832863	0.0585336594065	-0.468513321972	0.0
-0.507208913755	0.0920633601535	-0.463786757319	0.0
-0.502505955423	0.135153342204	-0.458413651753	0.0
-0.499647134429	0.150451234951	-0.45232526755	0.0
-0.489095935396	0.248844076873	-0.445451589402	0.0
-0.480502540139	0.301572927244	-0.437723320906	0.0
-0.475771715687	0.314371980679	-0.42907446755	0.0
-0.460035747783	0.424702076396	-0.419445525212	0.0
-0.448414474536	0.512326598927	-0.408787238097	0.0
-0.442314679456	0.467812559407	-0.3970648141	0.0
-0.42963779656	0.50864743579	-0.38426239175	0.0
-0.416443909809	0.593278058775	-0.370387449591	0.0
-0.39603713971	0.639986080729	-0.355474751313	0.0
-0.382227009269	0.661874652668	-0.339589349588	0.0
-0.368398465928	0.739162135276	-0.322828153113	0.0
-0.35466361957	0.7497417699	-0.305319616975	0.0
-0.347860755434	0.685831543746	-0.287221258406	0.0
-0.327863093394	0.68174046316	-0.268714922672	0.0
-0.314938053963	0.672889553058	-0.25	0.0
-0.302387232993	0.660112329349	-0.231285077328	0.0
-0.296257180013	0.584064395564	-0.212778741594	0.0
-0.284297375163	0.635633802718	-0.194680383025	0.0
-0.267094677421	0.607684159734	-0.177171846887	0.0
-0.25608657272	0.588514812433	-0.160410650412	0.0
-0.250711885228	0.516753477655	-0.144525248687	0.0
-0.240207952299	0.560492277145	-0.129612550409	0.0
-0.230015026536	0.542823486267	-0.11573760825	0.0
-0.220115017739	0.469796596819	-0.1029351859	0.0
-0.210491487175	0.45595085545	-0.0912127619032	0.0
-0.196543392862	0.541684923658	-0.0805544747883	0.0
-0.187552962334	0.526549899654	-0.0709255324502	0.0
-0.178799488742	0.512155377941	-0.0622766790937	0.0
-0.174509947467	0.456050702721	-0.0545484105978	0.0
-0.161990390462	0.485010967133	-0.0476747324496	0.0
-0.153934556967	0.426088358946	-0.041586348247	0.0
-0.146111504287	0.414414580461	-0.0362132426808	0.0
-0.13852016941	0.402793193319	-0.0314866780285	0.0
-0.134810852777	0.396990946903	-0.027340658608	0.0
-0.124031390734	0.379589997279	-0.0237129365888	0.0
-0.117133965917	0.368005910497	-0.0205456391002	0.0
-0.110466094913	0.356454093745	-0.0177855946363	0.0
-0.104024882909	0.344952865011	-0.0153844296786	0.0
-0.100888340337	0.339225124402	-0.0132984967884	0.0
-0.0918136565549	0.322177341789	-0.011488684955	0.0
-0.086038678315	0.310952876024	-0.00992015286704	0.0
-0.0804808014517	0.299852934613	-0.00856201665786	0.0
-0.0751365854102	0.288882974986	-0.00738701584664	0.0
-0.0700019869455	0.30886353391	-0.00637117473206	0.0
-0.0650728204448	0.267408361101	-0.0054934713153	0.0
-0.06268404092	0.23354637395	-0.00473552179097	0.0
-0.0580558019459	0.224249995059	-0.00408128557658	0.0
-0.0514791981809	0.236573872293	-0.0035167935775	0.0
-0.0493831600353	0.206188269102	-0.00302990074579	0.0
-0.0453319471733	0.197408732715	-0.00261006284678	0.0
-0.0395949977409	0.230890431791	-0.00224813658047	0.0
-0.0377704430917	0.202853588542	-0.00193620172034	0.0
-0.0325511618974	0.189280362835	-0.00166740365371	0.0
-0.0308944944553	0.1848866558	-0.00143581457785	0.0
-0.0277028602969	0.176290868764	-0.00123631157832	0.0
-0.0246690242154	0.149259735255	-0.00106446985798	0.0
-0.0204035430957	0.17366899996	-0.000916469471246	0.0
-0.0190558303503	0.134953315471	-0.000789014030202	0.0
-0.0152253065329	0.156691879224	-0.000679259975214	0.0
-0.0140176730076	0.136851872893	-0.000584755132528	0.0
-0.0105952227097	0.140738015057	-0.000503385410043	0.0
-0.00847483374131	0.119287093544	-0.00043332860554	0.0
