#angle	angle_deriv	baseline_angle	action
-0.516163885214	0.0	-0.494506528685	0.0
-0.5162792221	-0.00576684429388	-0.493628825268	0.0
-0.516437914721	-0.00620040164632	-0.492612984153	0.0
-0.516487192956	-0.00553981513734	-0.491437983342	0.0
-0.516625308687	-0.00576760358871	-0.490079847133	0.0
-0.516710045991	-0.00546160776904	-0.488511315045	0.0
-0.516741139114	-0.00461917014638	-0.486701503212	0.0
-0.516757539883	-0.00319625162015	-0.484615570321	0.0
-0.516074857894	0.00412335061723	-0.482214405364	0.0
-0.515217614022	0.0140769466473	-0.4794543609	0.0
-0.5137926454	0.0149243196864	-0.476287063411	0.0
-0.512794931983	0.0252123850926	-0.472659341392	0.0
-0.510113710051	0.0521886120936	-0.468513321972	0.0
-0.503875647381	0.107742418909	-0.463786757319	0.0
-0.497828471433	0.159641739669	-0.458413651753	0.0
-0.494130174066	0.196624713339	-0.45232526755	0.0
-0.480276991607	0.325179403755	-0.445451589402	0.0
-0.468885594872	0.41228115179	-0.437723320906	0.0
-0.462606188598	0.412694587829	-0.42907446755	0.0
-0.44898751435	0.488409570828	-0.419445525212	0.0
-0.434140301054	0.599898730114	-0.408787238097	0.0
-0.4100468508	0.702301408075	-0.3970648141	0.0
-0.401640773579	0.672448212933	-0.38426239175	0.0
-0.375612298394	0.869938902035	-0.370387449591	0.0
-0.357854290373	0.911332239771	-0.355474751313	0.0
-0.348930412037	0.852098890171	-0.339589349588	0.0
-0.331081668283	0.78965182517	-0.322828153113	0.0
-0.313381898175	0.882588754034	-0.305319616975	0.0
-0.295977038183	0.796352602114	-0.287221258406	0.0
-0.270643222864	0.872110675095	-0.268714922672	0.0
-0.262448628237	0.864817838001	-0.25	0.0
-0.238682491005	0.923991772779	-0.231285077328	0.0
-0.223566335478	0.898155626977	-0.212778741594	0.0
-0.216230427384	0.797466107994	-0.194680383025	0.0
-0.195088925635	0.755542972285	-0.177171846887	0.0
-0.188321083974	0.741275442634	-0.160410650412	0.0
-0.168784560671	0.698979303336	-0.144525248687	0.0
-0.162512614469	0.610537210088	-0.129612550409	0.0
-0.144382286224	0.7184814116	-0.11573760825	0.0
-0.138571659091	0.565172665438	-0.1029351859	0.0
-0.121831988833	0.664890951412	-0.0912127619032	0.0
-0.11648380073	0.523007599411	-0.0805544747883	0.0
-0.106130749177	0.563818652918	-0.0709255324502	0.0
-0.0914582021677	0.52924084056	-0.0622766790937	0.0
-0.082242384458	0.563292746331	-0.0545484105978	0.0
-0.0734736680225	0.483583208102	-0.0476747324496	0.0
-0.0692558136715	0.472279870586	-0.041586348247	0.0
-0.0611476173067	0.449831318703	-0.0362132426808	0.0
-0.0534728406721	0.379853614956	-0.0314866780285	0.0
-0.0462259029507	0.360164815074	-0.027340658608	0.0
-0.0361436918663	0.373299761563	-0.0237129365888	0.0
-0.0299386110655	0.39317202606	-0.0205456391002	0.0
-0.0241383150884	0.370093022182	-0.0177855946363	0.0
